RptDt;TckrSymb;Asst;AsstDesc;SgmtNm;MktNm;SctyCtgyNm;XprtnDt;XprtnCd;TradgStartDt;TradgEndDt;BaseCd;ConvsCritNm;MtrtyDtTrgtPt;ReqrdConvsInd;ISIN;CFICd;DlvryNtceStartDt;DlvryNtceEndDt;OptnTp;CtrctMltplr;AsstQtnQty;AllcnRndLot;TradgCcy;DlvryTpNm;WdrwlDays;WrkgDays;ClnrDays;RlvrBasePricNm;OpngFutrPosDay;SdTpCd1;UndrlygTckrSymb1;SdTpCd2;UndrlygTckrSymb2;PureGoldWght;ExrcPric;OptnStyle;ValTpNm;PrmUpfrntInd;OpngPosLmtDt;DstrbtnId;PricFctr;DaysToSttlm;SrsTpNm;PrtcnFlg;AutomtcExrcInd;SpcfctnCd;CrpnNm;CorpActnStartDt;CtdyTrtmntTpNm;MktCptlstn;CorpGovnLvlNm
2022-06-21;TAXA315;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA316;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA317;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA318;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA319;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA31L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA32;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA320;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA321;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA322;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA323;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA324;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA325;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA326;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA327;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA328;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA329;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA32L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA33;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA330;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA331;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA332;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA333;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA334;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA335;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA336;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA337;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA338;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA339;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA33L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA34;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA340;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA341;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA342;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA343;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA344;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA345;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA346;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA347;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA348;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA349;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA34L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA35;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA350;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA351;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA352;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA353;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA354;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA355;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA356;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA357;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA358;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA359;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA35L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA36;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA360;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA361;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA362;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA363;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA364;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA365;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA36L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA37;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA37L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA38;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA38L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA39;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA39L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA40;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA40L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA41;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA41L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA42;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA42L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA43;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA43L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA44;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA44L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA45;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
2022-06-21;TAXA45L;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;0;
2022-06-21;TAXA46;TAXA;TAXA;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRTAXAINDM77;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;7;1;2;;;;DIA LIVR  ;TAXA DE FINANCIAMENTO         ;9999-12-31;FUNGIBLE;999999999999;
